date,country_code,A,B
2018-04-01,BG,-9,4
2018-05-01,BG,-11,3
2018-06-01,BG,-13,4
2018-07-01,BG,-11,3
2018-08-01,BG,-10,2
2018-09-01,BG,-10,3
2018-10-01,BG,-9,1
2018-11-01,BG,-8,1
2018-12-01,BG,-6,-1
2019-01-01,BG,-8,-2
2019-02-01,BG,-10,-3
2019-03-01,BG,-9,-5
2019-04-01,BG,-7,-5
2019-05-01,BG,-9,-5
2019-06-01,BG,-7,-6
2019-07-01,BG,-6,-6
2019-08-01,BG,-8,-4
2019-09-01,BG,-8,-2
2019-10-01,BG,-8,-2
2019-11-01,BG,-6,-2
2019-12-01,BG,-5,-3
2020-01-01,BG,-5,-1
2020-02-01,BG,-3,1
2020-03-01,BG,-1,1
2020-04-01,BG,-1,3
2020-05-01,BG,-2,2
2020-06-01,BG,-3,0
2020-07-01,BG,-3,-2
2020-08-01,BG,-2,-4
2020-09-01,BG,-4,-4
2020-10-01,BG,-2,-3
2020-11-01,BG,-2,-1
2020-12-01,BG,0,-2
2021-01-01,BG,0,-3
2021-02-01,BG,-1,-2
2021-03-01,BG,1,-3
2021-04-01,BG,1,-5
2021-05-01,BG,0,-6
2021-06-01,BG,2,-7
2021-07-01,BG,0,-6
2021-08-01,BG,-1,-6
2021-09-01,BG,-2,-6
2021-10-01,BG,-2,-7
2021-11-01,BG,-1,-7
2021-12-01,BG,0,-5
2022-01-01,BG,0,-4
2022-02-01,BG,1,-6
2022-03-01,BG,0,-7
2022-04-01,BG,-1,-7
2022-05-01,BG,-3,-7
2022-06-01,BG,-3,-9
2022-07-01,BG,-5,-8
2022-08-01,BG,-4,-10
2022-09-01,BG,-3,-10
2022-10-01,BG,-3,-12
2022-11-01,BG,-1,-14
2022-12-01,BG,-3,-13
2023-01-01,BG,-4,-13
2023-02-01,BG,-4,-12
2023-03-01,BG,-2,-11
2023-04-01,BG,-1,-10
2023-05-01,BG,-1,-11
2023-06-01,BG,0,-10
2023-07-01,BG,-1,-8
2023-08-01,BG,1,-10
2023-09-01,BG,2,-11
2023-10-01,BG,2,-9
2023-11-01,BG,4,-9
2023-12-01,BG,5,-11
2024-01-01,BG,3,-10
2024-02-01,BG,3,-12
2024-03-01,BG,4,-10
2015-01-01,BH,2,2
2015-02-01,BH,0,4
2015-03-01,BH,2,3
2015-04-01,BH,2,3
2015-05-01,BH,3,2
2015-06-01,BH,2,4
2015-07-01,BH,3,2
2015-08-01,BH,3,4
2015-09-01,BH,1,2
2015-10-01,BH,2,0
2015-11-01,BH,4,2
2015-12-01,BH,2,0
2016-01-01,BH,2,-2
2016-02-01,BH,3,-2
2016-03-01,BH,2,-3
2016-04-01,BH,4,-4
2016-05-01,BH,4,-2
2016-06-01,BH,5,-1
2016-07-01,BH,6,1
2016-08-01,BH,6,-1
2016-09-01,BH,6,-1
2016-10-01,BH,6,0
2016-11-01,BH,6,-2
2016-12-01,BH,5,-4
2017-01-01,BH,3,-4
2017-02-01,BH,3,-2
2017-03-01,BH,2,-2
2017-04-01,BH,2,-1
2017-05-01,BH,4,-2
2017-06-01,BH,5,-1
2017-07-01,BH,4,-1
2017-08-01,BH,5,-1
2017-09-01,BH,7,1
2017-10-01,BH,7,-1
2017-11-01,BH,6,1
2017-12-01,BH,4,0
2018-01-01,BH,2,1
2018-02-01,BH,1,-1
2018-03-01,BH,0,0
2018-04-01,BH,1,-2
2018-05-01,BH,0,0
2018-06-01,BH,2,-2
2018-07-01,BH,1,-2
2018-08-01,BH,-1,-4
2018-09-01,BH,0,-3
2018-10-01,BH,1,-5
2018-11-01,BH,1,-7
2018-12-01,BH,1,-9
2019-01-01,BH,0,-8
2019-02-01,BH,2,-7
2019-03-01,BH,1,-5
2019-04-01,BH,-1,-7
2019-05-01,BH,0,-8
2019-06-01,BH,0,-6
2019-07-01,BH,1,-6
2019-08-01,BH,0,-7
2019-09-01,BH,1,-7
2019-10-01,BH,3,-7
2019-11-01,BH,3,-8
2019-12-01,BH,3,-6
2020-01-01,BH,5,-6
2020-02-01,BH,6,-5
2020-03-01,BH,4,-3
2020-04-01,BH,6,-2
2020-05-01,BH,7,-3
2020-06-01,BH,6,-2
2020-07-01,BH,4,-4
2020-08-01,BH,3,-2
2020-09-01,BH,5,-3
2020-10-01,BH,4,-3
2020-11-01,BH,5,-3
2020-12-01,BH,5,-3
2021-01-01,BH,4,-3
2021-02-01,BH,5,-1
2021-03-01,BH,6,1
2021-04-01,BH,7,1
2021-05-01,BH,9,3
2021-06-01,BH,8,3
2021-07-01,BH,7,1
2021-08-01,BH,9,0
2021-09-01,BH,8,1
2021-10-01,BH,6,3
2021-11-01,BH,6,2
2021-12-01,BH,6,3
2022-01-01,BH,6,1
2022-02-01,BH,8,3
2022-03-01,BH,7,1
2022-04-01,BH,9,2
2022-05-01,BH,8,3
2022-06-01,BH,7,4
2022-07-01,BH,8,6
2022-08-01,BH,6,4
2022-09-01,BH,8,4
2022-10-01,BH,9,4
2022-11-01,BH,8,5
2022-12-01,BH,6,7
2023-01-01,BH,7,6
2023-02-01,BH,5,7
2023-03-01,BH,5,8
2023-04-01,BH,7,7
2023-05-01,BH,9,8
2023-06-01,BH,9,7
2023-07-01,BH,10,7
2023-08-01,BH,12,5
2023-09-01,BH,11,5
2023-10-01,BH,10,4
2023-11-01,BH,9,2
2023-12-01,BH,9,0
2024-01-01,BH,10,0
2024-02-01,BH,10,0
2024-03-01,BH,8,-2
2015-01-01,BM,-1,-1
2015-02-01,BM,0,-1
2015-03-01,BM,2,-1
2015-04-01,BM,0,1
2015-05-01,BM,2,1
2015-06-01,BM,3,3
2015-07-01,BM,4,1
2015-08-01,BM,6,2
2015-09-01,BM,7,2
2015-10-01,BM,9,3
2015-11-01,BM,9,3
2015-12-01,BM,7,4
2016-01-01,BM,9,3
2016-02-01,BM,10,3
2016-03-01,BM,9,3
2016-04-01,BM,11,3
2016-05-01,BM,13,4
2016-06-01,BM,11,4
2016-07-01,BM,10,3
2016-08-01,BM,8,3
2016-09-01,BM,8,2
2016-10-01,BM,7,3
2016-11-01,BM,7,4
2016-12-01,BM,6,2
2017-01-01,BM,8,2
2017-02-01,BM,7,3
2017-03-01,BM,6,3
2017-04-01,BM,5,4
2017-05-01,BM,4,2
2017-06-01,BM,3,1
2017-07-01,BM,3,-1
2017-08-01,BM,3,1
2017-09-01,BM,1,0
2017-10-01,BM,0,1
2017-11-01,BM,0,2
2017-12-01,BM,0,0
2018-01-01,BM,-1,1
2018-02-01,BM,0,2
2018-03-01,BM,0,2
2018-04-01,BM,2,2
2018-05-01,BM,4,1
2018-06-01,BM,6,0
2018-07-01,BM,4,2
2018-08-01,BM,4,2
2018-09-01,BM,5,4
2018-10-01,BM,4,3
2018-11-01,BM,6,5
2018-12-01,BM,6,6
2019-01-01,BM,7,4
2019-02-01,BM,5,3
2019-03-01,BM,7,5
2019-04-01,BM,5,3
2019-05-01,BM,5,1
2019-06-01,BM,5,3
2019-07-01,BM,7,5
2019-08-01,BM,5,6
2019-09-01,BM,3,4
2019-10-01,BM,2,3
2019-11-01,BM,3,2
2019-12-01,BM,4,3
2020-01-01,BM,4,5
2020-02-01,BM,5,5
2020-03-01,BM,4,3
2020-04-01,BM,6,4
2020-05-01,BM,7,2
2020-06-01,BM,7,2
2020-07-01,BM,5,4
2020-08-01,BM,3,6
2020-09-01,BM,3,7
2020-10-01,BM,5,5
2020-11-01,BM,6,4
2020-12-01,BM,5,3
2021-01-01,BM,6,5
2021-02-01,BM,8,6
2021-03-01,BM,9,6
2021-04-01,BM,10,7
2021-05-01,BM,11,5
2021-06-01,BM,13,3
2021-07-01,BM,14,4
2021-08-01,BM,14,4
2021-09-01,BM,16,4
2021-10-01,BM,14,2
2021-11-01,BM,13,0
2021-12-01,BM,15,1
2022-01-01,BM,13,-1
2022-02-01,BM,13,-1
2022-03-01,BM,12,-3
2022-04-01,BM,11,-5
2022-05-01,BM,10,-6
2022-06-01,BM,9,-6
2022-07-01,BM,9,-7
2022-08-01,BM,10,-8
2022-09-01,BM,8,-8
2022-10-01,BM,6,-7
2022-11-01,BM,7,-7
2022-12-01,BM,8,-7
2023-01-01,BM,9,-7
2023-02-01,BM,7,-9
2023-03-01,BM,9,-8
2023-04-01,BM,9,-7
2023-05-01,BM,10,-8
2023-06-01,BM,11,-9
2023-07-01,BM,10,-11
2023-08-01,BM,10,-11
2023-09-01,BM,9,-10
2023-10-01,BM,11,-9
2023-11-01,BM,10,-11
2023-12-01,BM,8,-10
2024-01-01,BM,9,-9
2024-02-01,BM,8,-11
2024-03-01,BM,6,-12
2015-01-01,BR,-2,0
2015-02-01,BR,-4,-1
2015-03-01,BR,-2,-2
2015-04-01,BR,0,-3
2015-05-01,BR,0,-4
2015-06-01,BR,1,-6
2015-07-01,BR,0,-4
2015-08-01,BR,-1,-6
2015-09-01,BR,-2,-5
2015-10-01,BR,0,-5
2015-11-01,BR,1,-3
2015-12-01,BR,-1,-5
2016-01-01,BR,-1,-3
2016-02-01,BR,1,-4
2016-03-01,BR,1,-4
2016-04-01,BR,-1,-2
2016-05-01,BR,-1,-2
2016-06-01,BR,-1,-1
2016-07-01,BR,-2,-2
2016-08-01,BR,-2,-1
2016-09-01,BR,-4,1
2016-10-01,BR,-5,1
2016-11-01,BR,-7,-1
2016-12-01,BR,-8,-2
2017-01-01,BR,-9,0
2017-02-01,BR,-9,1
2017-03-01,BR,-10,0
2017-04-01,BR,-9,-1
2017-05-01,BR,-7,0
2017-06-01,BR,-8,-2
2017-07-01,BR,-8,-2
2017-08-01,BR,-10,-2
2017-09-01,BR,-12,-3
2017-10-01,BR,-11,-2
2017-11-01,BR,-11,-4
2017-12-01,BR,-10,-2
2018-01-01,BR,-11,-2
2018-02-01,BR,-12,-2
2018-03-01,BR,-11,0
2018-04-01,BR,-13,0
2018-05-01,BR,-11,0
2018-06-01,BR,-13,-2
2018-07-01,BR,-12,-3
2018-08-01,BR,-12,-3
2018-09-01,BR,-13,-3
2018-10-01,BR,-12,-3
2018-11-01,BR,-13,-5
2018-12-01,BR,-14,-6
2019-01-01,BR,-13,-4
2019-02-01,BR,-15,-2
2019-03-01,BR,-16,-1
2019-04-01,BR,-15,-1
2019-05-01,BR,-13,-1
2019-06-01,BR,-15,0
2019-07-01,BR,-14,-1
2019-08-01,BR,-16,-2
2019-09-01,BR,-17,-1
2019-10-01,BR,-19,-2
2019-11-01,BR,-18,-4
2019-12-01,BR,-16,-6
2020-01-01,BR,-15,-8
2020-02-01,BR,-17,-6
2020-03-01,BR,-18,-6
2020-04-01,BR,-19,-7
2020-05-01,BR,-19,-7
2020-06-01,BR,-21,-9
2020-07-01,BR,-21,-7
2020-08-01,BR,-22,-6
2020-09-01,BR,-23,-8
2020-10-01,BR,-23,-8
2020-11-01,BR,-23,-10
2020-12-01,BR,-25,-9
2021-01-01,BR,-25,-11
2021-02-01,BR,-26,-13
2021-03-01,BR,-25,-12
2021-04-01,BR,-24,-12
2021-05-01,BR,-26,-11
2021-06-01,BR,-26,-9
2021-07-01,BR,-25,-10
2021-08-01,BR,-26,-12
2021-09-01,BR,-25,-12
2021-10-01,BR,-24,-11
2021-11-01,BR,-26,-11
2021-12-01,BR,-28,-10
2022-01-01,BR,-27,-12
2022-02-01,BR,-28,-14
2022-03-01,BR,-29,-15
2022-04-01,BR,-30,-16
2022-05-01,BR,-28,-14
2022-06-01,BR,-30,-13
2022-07-01,BR,-32,-15
2022-08-01,BR,-33,-13
2022-09-01,BR,-34,-14
2022-10-01,BR,-32,-16
2022-11-01,BR,-34,-16
2022-12-01,BR,-32,-18
2023-01-01,BR,-34,-18
2023-02-01,BR,-33,-18
2023-03-01,BR,-34,-17
2023-04-01,BR,-35,-15
2023-05-01,BR,-37,-16
2023-06-01,BR,-39,-15
2023-07-01,BR,-38,-17
2023-08-01,BR,-38,-15
2023-09-01,BR,-36,-16
2023-10-01,BR,-34,-16
2023-11-01,BR,-33,-18
2023-12-01,BR,-31,-19
2024-01-01,BR,-33,-17
2024-02-01,BR,-35,-18
2024-03-01,BR,-33,-18
2015-01-01,BS,-1,1
2015-02-01,BS,-3,-1
2015-03-01,BS,-4,-3
2015-04-01,BS,-5,-5
2015-05-01,BS,-3,-5
2015-06-01,BS,-2,-3
2015-07-01,BS,-3,-5
2015-08-01,BS,-2,-7
2015-09-01,BS,-2,-7
2015-10-01,BS,-1,-9
2015-11-01,BS,1,-9
2015-12-01,BS,1,-10
2016-01-01,BS,-1,-10
2016-02-01,BS,1,-12
2016-03-01,BS,3,-14
2016-04-01,BS,5,-12
2016-05-01,BS,5,-12
2016-06-01,BS,3,-10
2016-07-01,BS,5,-9
2016-08-01,BS,3,-11
2016-09-01,BS,4,-13
2016-10-01,BS,4,-12
2016-11-01,BS,5,-13
2016-12-01,BS,5,-12
2017-01-01,BS,5,-10
2017-02-01,BS,3,-9
2017-03-01,BS,4,-9
2017-04-01,BS,6,-7
2017-05-01,BS,4,-8
2017-06-01,BS,5,-6
2017-07-01,BS,5,-7
2017-08-01,BS,7,-8
2017-09-01,BS,8,-7
2017-10-01,BS,8,-9
2017-11-01,BS,10,-8
2017-12-01,BS,12,-8
2018-01-01,BS,13,-6
2018-02-01,BS,15,-5
2018-03-01,BS,17,-6
2018-04-01,BS,15,-8
2018-05-01,BS,15,-8
2018-06-01,BS,16,-10
2018-07-01,BS,17,-11
2018-08-01,BS,15,-11
2018-09-01,BS,17,-9
2018-10-01,BS,17,-8
2018-11-01,BS,16,-7
2018-12-01,BS,18,-5
2019-01-01,BS,17,-5
2019-02-01,BS,15,-3
2019-03-01,BS,14,-4
2019-04-01,BS,13,-2
2019-05-01,BS,11,-4
2019-06-01,BS,13,-5
2019-07-01,BS,15,-5
2019-08-01,BS,14,-5
2019-09-01,BS,15,-7
2019-10-01,BS,13,-7
2019-11-01,BS,12,-6
2019-12-01,BS,14,-4
2020-01-01,BS,12,-5
2020-02-01,BS,14,-4
2020-03-01,BS,16,-5
2020-04-01,BS,17,-4
2020-05-01,BS,16,-4
2020-06-01,BS,17,-5
2020-07-01,BS,17,-3
2020-08-01,BS,17,-2
2020-09-01,BS,19,-3
2020-10-01,BS,21,-1
2020-11-01,BS,22,-1
2020-12-01,BS,21,-3
2021-01-01,BS,23,-1
2021-02-01,BS,25,0
2021-03-01,BS,23,-1
2021-04-01,BS,25,-2
2021-05-01,BS,26,-4
2021-06-01,BS,26,-6
2021-07-01,BS,25,-6
2021-08-01,BS,23,-7
2021-09-01,BS,22,-9
2021-10-01,BS,24,-8
2021-11-01,BS,26,-9
2021-12-01,BS,26,-7
2022-01-01,BS,25,-6
2022-02-01,BS,27,-8
2022-03-01,BS,26,-9
2022-04-01,BS,28,-8
2022-05-01,BS,28,-10
2022-06-01,BS,30,-9
2022-07-01,BS,29,-10
2022-08-01,BS,29,-10
2022-09-01,BS,28,-9
2022-10-01,BS,27,-7
2022-11-01,BS,26,-9
2022-12-01,BS,25,-10
2023-01-01,BS,27,-8
2023-02-01,BS,25,-7
2023-03-01,BS,24,-7
2023-04-01,BS,23,-6
2023-05-01,BS,25,-4
2023-06-01,BS,27,-5
2023-07-01,BS,26,-5
2023-08-01,BS,24,-6
2023-09-01,BS,25,-5
2023-10-01,BS,27,-5
2023-11-01,BS,27,-6
2023-12-01,BS,27,-4
2024-01-01,BS,29,-6
2024-02-01,BS,31,-7
2024-03-01,BS,29,-7
2015-01-01,BZ,0,-1
2015-02-01,BZ,2,-3
2015-03-01,BZ,2,-1
2015-04-01,BZ,0,-1
2015-05-01,BZ,1,-2
2015-06-01,BZ,0,-1
2015-07-01,BZ,1,-3
2015-08-01,BZ,0,-5
2015-09-01,BZ,1,-4
2015-10-01,BZ,3,-3
2015-11-01,BZ,1,-1
2015-12-01,BZ,0,-3
2016-01-01,BZ,1,-2
2016-02-01,BZ,2,0
2016-03-01,BZ,2,1
2016-04-01,BZ,2,2
2016-05-01,BZ,3,0
2016-06-01,BZ,1,2
2016-07-01,BZ,0,1
2016-08-01,BZ,-1,0
2016-09-01,BZ,-2,-2
2016-10-01,BZ,-1,-3
2016-11-01,BZ,1,-5
2016-12-01,BZ,0,-4
2017-01-01,BZ,2,-3
2017-02-01,BZ,0,-1
2017-03-01,BZ,2,-3
2017-04-01,BZ,4,-1
2017-05-01,BZ,3,-1
2017-06-01,BZ,4,-3
2017-07-01,BZ,4,-4
2017-08-01,BZ,2,-3
2017-09-01,BZ,1,-5
2017-10-01,BZ,1,-7
2017-11-01,BZ,-1,-6
2017-12-01,BZ,-2,-5
2018-01-01,BZ,-3,-3
2018-02-01,BZ,-2,-5
2018-03-01,BZ,-2,-6
2018-04-01,BZ,-2,-7
2018-05-01,BZ,-2,-8
2018-06-01,BZ,-1,-7
2018-07-01,BZ,-1,-5
2018-08-01,BZ,0,-5
2018-09-01,BZ,-2,-4
2018-10-01,BZ,-1,-6
2018-11-01,BZ,-3,-4
2018-12-01,BZ,-4,-6
2019-01-01,BZ,-3,-6
2019-02-01,BZ,-5,-7
2019-03-01,BZ,-3,-7
2019-04-01,BZ,-5,-8
2019-05-01,BZ,-5,-8
2019-06-01,BZ,-3,-8
2019-07-01,BZ,-2,-6
2019-08-01,BZ,-2,-5
2019-09-01,BZ,-4,-3
2019-10-01,BZ,-5,-4
2019-11-01,BZ,-6,-4
2019-12-01,BZ,-8,-3
2020-01-01,BZ,-10,-1
2020-02-01,BZ,-9,1
2020-03-01,BZ,-10,0
2020-04-01,BZ,-10,0
2020-05-01,BZ,-8,-1
2020-06-01,BZ,-6,-3
2020-07-01,BZ,-6,-1
2020-08-01,BZ,-5,-1
2020-09-01,BZ,-7,1
2020-10-01,BZ,-8,0
2020-11-01,BZ,-9,-1
2020-12-01,BZ,-10,-3
2021-01-01,BZ,-9,-1
2021-02-01,BZ,-11,0
2021-03-01,BZ,-11,-2
2021-04-01,BZ,-12,-4
2021-05-01,BZ,-13,-4
2021-06-01,BZ,-12,-4
2021-07-01,BZ,-14,-2
2021-08-01,BZ,-16,-4
2021-09-01,BZ,-14,-6
2021-10-01,BZ,-12,-5
2021-11-01,BZ,-12,-5
2021-12-01,BZ,-13,-5
2022-01-01,BZ,-15,-3
2022-02-01,BZ,-17,-2
2022-03-01,BZ,-17,-4
2022-04-01,BZ,-19,-4
2022-05-01,BZ,-19,-4
2022-06-01,BZ,-18,-6
2022-07-01,BZ,-17,-5
2022-08-01,BZ,-18,-7
2022-09-01,BZ,-18,-5
2022-10-01,BZ,-20,-4
2022-11-01,BZ,-22,-4
2022-12-01,BZ,-24,-6
2023-01-01,BZ,-22,-7
2023-02-01,BZ,-21,-5
2023-03-01,BZ,-21,-3
2023-04-01,BZ,-19,-2
2023-05-01,BZ,-21,-2
2023-06-01,BZ,-20,0
2023-07-01,BZ,-20,-1
2023-08-01,BZ,-22,-3
2023-09-01,BZ,-20,-5
2023-10-01,BZ,-21,-5
2023-11-01,BZ,-23,-6
2023-12-01,BZ,-23,-6
2024-01-01,BZ,-21,-5
2024-02-01,BZ,-21,-6
2024-03-01,BZ,-23,-8
2015-01-01,CA,1,2
2015-02-01,CA,1,2
2015-03-01,CA,-1,2
2015-04-01,CA,1,1
2015-05-01,CA,0,-1
2015-06-01,CA,2,1
2015-07-01,CA,0,3
2015-08-01,CA,-2,2
2015-09-01,CA,-3,0
2015-10-01,CA,-1,1
2015-11-01,CA,-2,2
2015-12-01,CA,-3,3
2016-01-01,CA,-1,2
2016-02-01,CA,-2,4
2016-03-01,CA,-3,4
2016-04-01,CA,-1,5
2016-05-01,CA,-3,7
2016-06-01,CA,-1,9
2016-07-01,CA,1,11
2016-08-01,CA,-1,12
2016-09-01,CA,-2,13
2016-10-01,CA,-4,14
2016-11-01,CA,-5,16
2016-12-01,CA,-6,16
2017-01-01,CA,-6,17
2017-02-01,CA,-7,18
2017-03-01,CA,-5,17
2017-04-01,CA,-6,15
2017-05-01,CA,-7,17
2017-06-01,CA,-6,19
2017-07-01,CA,-8,21
2017-08-01,CA,-8,22
2017-09-01,CA,-7,22
2017-10-01,CA,-6,21
2017-11-01,CA,-6,23
2017-12-01,CA,-7,25
2018-01-01,CA,-8,23
2018-02-01,CA,-10,24
2018-03-01,CA,-8,24
2018-04-01,CA,-8,22
2018-05-01,CA,-9,20
2018-06-01,CA,-8,20
2018-07-01,CA,-8,20
2018-08-01,CA,-6,19
2018-09-01,CA,-5,21
2018-10-01,CA,-6,21
2018-11-01,CA,-7,22
2018-12-01,CA,-9,20
2019-01-01,CA,-9,18
2019-02-01,CA,-9,18
2019-03-01,CA,-8,17
2019-04-01,CA,-10,15
2019-05-01,CA,-10,15
2019-06-01,CA,-8,17
2019-07-01,CA,-8,15
2019-08-01,CA,-10,13
2019-09-01,CA,-8,15
2019-10-01,CA,-10,13
2019-11-01,CA,-12,11
2019-12-01,CA,-10,11
2020-01-01,CA,-12,12
2020-02-01,CA,-11,13
2020-03-01,CA,-9,12
2020-04-01,CA,-7,13
2020-05-01,CA,-8,11
2020-06-01,CA,-8,9
2020-07-01,CA,-6,7
2020-08-01,CA,-4,5
2020-09-01,CA,-3,3
2020-10-01,CA,-3,3
2020-11-01,CA,-4,1
2020-12-01,CA,-6,-1
2021-01-01,CA,-7,-3
2021-02-01,CA,-6,-2
2021-03-01,CA,-7,-4
2021-04-01,CA,-7,-5
2021-05-01,CA,-9,-6
2021-06-01,CA,-11,-5
2021-07-01,CA,-12,-7
2021-08-01,CA,-13,-7
2021-09-01,CA,-14,-5
2021-10-01,CA,-15,-4
2021-11-01,CA,-15,-3
2021-12-01,CA,-14,-4
2022-01-01,CA,-15,-4
2022-02-01,CA,-17,-3
2022-03-01,CA,-17,-5
2022-04-01,CA,-16,-6
2022-05-01,CA,-14,-4
2022-06-01,CA,-12,-6
2022-07-01,CA,-13,-8
2022-08-01,CA,-14,-8
2022-09-01,CA,-12,-8
2022-10-01,CA,-14,-10
2022-11-01,CA,-14,-9
2022-12-01,CA,-14,-7
2023-01-01,CA,-14,-9
2023-02-01,CA,-14,-8
2023-03-01,CA,-12,-6
2023-04-01,CA,-12,-5
2023-05-01,CA,-12,-5
2023-06-01,CA,-12,-4
2023-07-01,CA,-12,-4
2023-08-01,CA,-11,-5
2023-09-01,CA,-11,-6
2023-10-01,CA,-13,-8
2023-11-01,CA,-13,-8
2023-12-01,CA,-13,-10
2024-01-01,CA,-14,-8
2024-02-01,CA,-14,-9
2024-03-01,CA,-12,-7
2015-01-01,CH,1,-1
2015-02-01,CH,3,-1
2015-03-01,CH,4,1
2015-04-01,CH,3,2
2015-05-01,CH,2,1
2015-06-01,CH,4,-1
2015-07-01,CH,2,-3
2015-08-01,CH,4,-4
2015-09-01,CH,2,-4
2015-10-01,CH,3,-4
2015-11-01,CH,2,-3
2015-12-01,CH,4,-2
2016-01-01,CH,5,-4
2016-02-01,CH,5,-6
2016-03-01,CH,6,-8
2016-04-01,CH,8,-9
2016-05-01,CH,8,-9
2016-06-01,CH,7,-11
2016-07-01,CH,8,-12
2016-08-01,CH,6,-14
2016-09-01,CH,5,-16
2016-10-01,CH,4,-18
2016-11-01,CH,2,-18
2016-12-01,CH,3,-16
2017-01-01,CH,3,-16
2017-02-01,CH,3,-17
2017-03-01,CH,2,-19
2017-04-01,CH,2,-18
2017-05-01,CH,1,-17
2017-06-01,CH,0,-19
2017-07-01,CH,-1,-17
2017-08-01,CH,-2,-15
2017-09-01,CH,0,-17
2017-10-01,CH,0,-16
2017-11-01,CH,2,-15
2017-12-01,CH,3,-17
2018-01-01,CH,5,-15
2018-02-01,CH,7,-13
2018-03-01,CH,5,-12
2018-04-01,CH,5,-12
2018-05-01,CH,4,-14
2018-06-01,CH,6,-13
2018-07-01,CH,7,-15
2018-08-01,CH,9,-14
2018-09-01,CH,11,-16
2018-10-01,CH,10,-15
2018-11-01,CH,11,-13
2018-12-01,CH,13,-13
2019-01-01,CH,13,-14
2019-02-01,CH,12,-15
2019-03-01,CH,11,-16
2019-04-01,CH,9,-18
2019-05-01,CH,11,-20
2019-06-01,CH,11,-21
2019-07-01,CH,12,-19
2019-08-01,CH,10,-18
2019-09-01,CH,8,-16
2019-10-01,CH,6,-18
2019-11-01,CH,6,-17
2019-12-01,CH,7,-16
2020-01-01,CH,9,-16
2020-02-01,CH,8,-16
2020-03-01,CH,10,-14
2020-04-01,CH,9,-13
2020-05-01,CH,11,-12
2020-06-01,CH,12,-12
2020-07-01,CH,11,-10
2020-08-01,CH,13,-9
2020-09-01,CH,14,-10
2020-10-01,CH,13,-9
2020-11-01,CH,12,-8
2020-12-01,CH,11,-7
2021-01-01,CH,12,-8
2021-02-01,CH,14,-9
2021-03-01,CH,15,-7
2021-04-01,CH,15,-6
2021-05-01,CH,13,-7
2021-06-01,CH,15,-7
2021-07-01,CH,16,-8
2021-08-01,CH,16,-6
2021-09-01,CH,16,-7
2021-10-01,CH,17,-6
2021-11-01,CH,15,-5
2021-12-01,CH,14,-7
2022-01-01,CH,15,-6
2022-02-01,CH,13,-4
2022-03-01,CH,12,-5
2022-04-01,CH,14,-5
2022-05-01,CH,16,-3
2022-06-01,CH,17,-1
2022-07-01,CH,17,-2
2022-08-01,CH,19,-4
2022-09-01,CH,17,-4
2022-10-01,CH,16,-5
2022-11-01,CH,16,-4
2022-12-01,CH,17,-4
2023-01-01,CH,17,-5
2023-02-01,CH,16,-3
2023-03-01,CH,18,-1
2023-04-01,CH,17,-1
2023-05-01,CH,19,0
2023-06-01,CH,17,-2
2023-07-01,CH,18,-2
2023-08-01,CH,16,-4
2023-09-01,CH,16,-2
2023-10-01,CH,14,-4
2023-11-01,CH,12,-4
2023-12-01,CH,13,-6
2024-01-01,CH,12,-5
2024-02-01,CH,11,-3
2024-03-01,CH,10,-4
2015-01-01,CL,2,-2
2015-02-01,CL,3,0
2015-03-01,CL,4,-1
2015-04-01,CL,2,-3
2015-05-01,CL,0,-2
2015-06-01,CL,-1,-3
2015-07-01,CL,-2,-5
2015-08-01,CL,-1,-3
2015-09-01,CL,0,-2
2015-10-01,CL,-1,-4
2015-11-01,CL,-2,-3
2015-12-01,CL,-3,-4
2016-01-01,CL,-2,-5
2016-02-01,CL,-1,-6
2016-03-01,CL,-3,-4
2016-04-01,CL,-2,-3
2016-05-01,CL,-4,-3
2016-06-01,CL,-6,-2
2016-07-01,CL,-5,-3
2016-08-01,CL,-7,-3
2016-09-01,CL,-7,-5
2016-10-01,CL,-8,-6
2016-11-01,CL,-10,-8
2016-12-01,CL,-8,-8
2017-01-01,CL,-7,-6
2017-02-01,CL,-9,-7
2017-03-01,CL,-7,-5
2017-04-01,CL,-5,-5
2017-05-01,CL,-5,-4
2017-06-01,CL,-4,-2
2017-07-01,CL,-3,-2
2017-08-01,CL,-1,-3
2017-09-01,CL,0,-5
2017-10-01,CL,-2,-3
2017-11-01,CL,-2,-2
2017-12-01,CL,0,0
2018-01-01,CL,1,-2
2018-02-01,CL,2,-4
2018-03-01,CL,2,-3
2018-04-01,CL,0,-3
2018-05-01,CL,-2,-1
2018-06-01,CL,-2,-2
2018-07-01,CL,0,-2
2018-08-01,CL,-2,-3
2018-09-01,CL,-4,-2
2018-10-01,CL,-3,0
2018-11-01,CL,-4,2
2018-12-01,CL,-3,1
2019-01-01,CL,-1,1
2019-02-01,CL,-1,0
2019-03-01,CL,-1,2
2019-04-01,CL,-3,4
2019-05-01,CL,-3,2
2019-06-01,CL,-4,3
2019-07-01,CL,-5,1
2019-08-01,CL,-3,2
2019-09-01,CL,-4,1
2019-10-01,CL,-4,-1
2019-11-01,CL,-3,-3
2019-12-01,CL,-1,-3
2020-01-01,CL,0,-5
2020-02-01,CL,-1,-7
2020-03-01,CL,-3,-7
2020-04-01,CL,-5,-7
2020-05-01,CL,-3,-9
2020-06-01,CL,-1,-10
